xrsb_flux,background_flux,integrated_flux,flare_class_peak
6.716663e-08,6.741937e-08,4.4629145e-05,B
1.0373422e-07,1.0373422e-07,4.03399e-05,B
6.19009e-08,6.035163e-08,5.0656927e-05,B
1.4478633e-07,1.4478633e-07,5.3311458e-05,B
4.9810378e-08,5.1074686e-08,4.122362e-05,B
9.257189e-08,9.3445706e-08,3.1573163e-05,B
7.9178584e-08,7.846255e-08,5.0456387e-05,B
9.853471e-08,9.853471e-08,3.1516494e-05,B
1.0300958e-07,1.0300958e-07,5.4361382e-05,B
1.4532071e-07,1.4159096e-07,9.020669e-05,B
1.3339853e-07,1.3217024e-07,6.908129e-05,B
6.021986e-08,6.1732344e-08,4.9316634e-05,B
1.4614686e-07,1.5546269e-07,9.674599e-05,B
4.1763602e-08,4.7893984e-08,3.8602837e-05,B
5.107168e-08,5.073896e-08,3.97868e-05,B
5.294176e-08,5.2806328e-08,3.5243556e-05,B
7.01335e-08,7.737141e-08,3.20762e-05,B
4.490366e-08,4.5699966e-08,2.940496e-05,B
6.211456e-08,6.227974e-08,4.061579e-05,B
1.8133269e-08,1.88611e-08,3.193288e-05,B
1.4634936e-08,1.05345705e-08,3.734396e-05,B
2.2373339e-08,1.8832312e-08,2.7468326e-05,B
4.1610093e-08,4.1678746e-08,2.8027847e-05,B
5.0759983e-08,5.4766964e-08,2.3670465e-05,B
7.326675e-08,7.681335e-08,4.9632326e-05,B
5.8663993e-08,5.6781175e-08,3.457765e-05,B
9.2308646e-08,9.2308646e-08,2.4627347e-05,B
8.588364e-08,8.644893e-08,5.0745646e-05,B
7.9376285e-08,7.883364e-08,4.50085e-05,B
9.015218e-08,9.8893146e-08,8.3339924e-05,C
1.0206575e-07,1.1090475e-07,6.7227316e-05,B
9.9636516e-08,1.0596307e-07,7.0659655e-05,B
1.0289145e-07,1.0596248e-07,4.467211e-05,B
2.474216e-07,2.474216e-07,0.00010674593,B
1.164279e-07,1.179111e-07,6.8926296e-05,B
2.1817701e-07,2.1817701e-07,0.00016371816,C
1.6040819e-07,1.6522766e-07,7.4252595e-05,B
1.6891653e-07,1.6207206e-07,0.00011085164,B
3.3650025e-07,3.3650025e-07,0.00015746476,C
1.4095833e-07,1.4091925e-07,8.5952604e-05,B
2.863854e-07,2.863854e-07,0.000118908705,B
1.6862822e-07,1.6906614e-07,7.9479294e-05,B
1.7264308e-07,1.708008e-07,0.00011398555,B
1.6471921e-07,1.6317277e-07,0.00010649443,B
3.1688495e-07,3.1688495e-07,9.928349e-05,B
2.4670626e-07,2.5792218e-07,0.00016311272,B
3.1592847e-07,3.1202728e-07,0.00017134461,B
3.2965974e-07,3.2324735e-07,0.00023643869,B
4.4865845e-07,4.6023257e-07,0.00017354201,B
2.1333052e-07,2.159327e-07,8.442861e-05,B
1.2873865e-07,1.258343e-07,7.385083e-05,B
1.7833938e-07,2.0325923e-07,0.00014206022,C
1.2395614e-07,1.3086375e-07,0.00010192751,B
1.3548743e-07,1.3638748e-07,7.177819e-05,C
9.6492144e-08,1.01977356e-07,4.565123e-05,B
1.1447281e-07,1.1522048e-07,7.2965195e-05,B
1.499232e-07,1.5140719e-07,9.792658e-05,B
1.2888772e-07,1.2880955e-07,5.8319627e-05,B
1.3077212e-07,1.526522e-07,0.0001045908,B
6.3949656e-08,6.568636e-08,4.522327e-05,B
4.090083e-08,4.151785e-08,3.2740558e-05,B
4.9284296e-08,5.553562e-08,2.6690552e-05,B
8.060519e-08,7.89209e-08,3.6820493e-05,B
6.500277e-08,6.9219446e-08,4.4413886e-05,B
7.025322e-08,6.883403e-08,3.609046e-05,B
3.429454e-08,3.5799545e-08,3.5763027e-05,B
3.7753697e-08,4.0062318e-08,3.736281e-05,B
7.0065056e-08,6.996695e-08,4.9044113e-05,B
1.11171694e-07,1.11171694e-07,4.567181e-05,B
1.2989908e-07,1.3287148e-07,6.907469e-05,B
1.4455321e-07,1.4241166e-07,8.419819e-05,B
1.729849e-07,1.7185103e-07,0.00011222791,B
1.8870081e-07,1.8680349e-07,9.712722e-05,B
1.6555659e-07,1.6386062e-07,7.124212e-05,B
2.3698846e-07,2.3698846e-07,0.00010362465,B
1.5906737e-07,1.5850135e-07,9.905652e-05,B
1.831081e-07,1.6890408e-07,0.00012292844,B
1.2109612e-07,1.2802468e-07,8.094158e-05,B
1.0046763e-07,1.0175153e-07,6.4736276e-05,B
6.450845e-08,6.5783226e-08,4.5201305e-05,B
5.6991656e-08,5.9205952e-08,2.8229108e-05,B
6.547317e-08,6.537746e-08,3.0685012e-05,B
6.969506e-08,7.211281e-08,3.6324443e-05,B
6.715134e-08,6.435031e-08,5.391505e-05,B
8.750601e-08,8.624974e-08,4.636805e-05,B
7.1304186e-08,6.937795e-08,4.2025506e-05,B
8.378559e-08,8.32811e-08,4.8550217e-05,B
7.6112734e-08,7.843023e-08,5.0257353e-05,B
5.5095303e-08,6.337587e-08,4.574665e-05,B
5.6363742e-08,8.219766e-08,5.0297516e-05,B
1.0998798e-07,1.0998798e-07,5.0495542e-05,B
7.487664e-08,7.5400294e-08,4.834604e-05,B
1.2362798e-07,1.2362798e-07,7.0289156e-05,B
1.2898334e-07,1.2898334e-07,4.7771024e-05,B
1.2475982e-07,1.2460313e-07,5.134561e-05,B
9.8191855e-08,9.760927e-08,4.4796336e-05,B
9.204258e-08,9.007459e-08,6.103823e-05,B
9.394209e-08,9.4081486e-08,5.630728e-05,B
6.310337e-08,6.647158e-08,5.3460546e-05,C
8.330015e-08,8.286537e-08,5.87242e-05,B
1.0917326e-07,1.11167324e-07,7.033108e-05,B
1.08849235e-07,1.131608e-07,7.194544e-05,B
9.750853e-08,9.783529e-08,5.03589e-05,B
6.987341e-08,7.388242e-08,4.650174e-05,B
6.133499e-07,5.878971e-07,0.00032085992,C
8.2236727e-07,8.2623444e-07,0.00041805755,C
9.697414e-07,9.712172e-07,0.0005674839,C
5.718695e-07,5.8910774e-07,0.00027215242,C
6.1231935e-07,6.154252e-07,0.00035658694,C
4.3372256e-07,4.3574184e-07,0.0002749452,B
6.025964e-07,6.025964e-07,0.00021377385,B
4.5221577e-07,4.4846018e-07,0.00025291677,C
3.4789548e-07,3.4962795e-07,0.00019900242,C
4.0612738e-07,4.0118863e-07,0.00020300977,B
3.474129e-07,3.3789826e-07,0.0002002416,B
4.2577668e-07,4.3309575e-07,0.00024231248,B
4.849307e-07,4.80668e-07,0.00031347363,B
2.9375784e-07,2.9702306e-07,0.0001635973,C
4.783859e-07,4.951479e-07,0.00022848282,B
3.3299244e-07,3.386267e-07,0.00017595959,C
3.653135e-07,3.5994407e-07,0.00021159177,C
2.889459e-07,2.793998e-07,0.00012871122,B
2.6542432e-07,2.6845353e-07,0.00017125027,B
3.1269087e-07,3.1203726e-07,0.0001388489,B
2.7534844e-07,2.7120868e-07,0.00017998338,B
2.836248e-07,2.8888684e-07,9.076918e-05,B
2.0770571e-07,2.0529058e-07,0.00012851285,B
2.4812167e-07,2.4812167e-07,8.472868e-05,B
1.8967513e-07,1.8420792e-07,0.00012260271,B
2.0343639e-07,2.0547652e-07,0.00011861402,B
2.4862945e-07,2.4724966e-07,0.000109213004,B
1.7932184e-07,1.7610841e-07,8.183198e-05,B
1.6958987e-07,1.682948e-07,0.0001050812,B
1.7047515e-07,1.6887479e-07,0.00012592919,B
1.8856925e-07,1.9050297e-07,8.420364e-05,B
2.0092206e-07,1.9866326e-07,0.00013961633,B
1.7626678e-07,1.7735431e-07,0.000104021274,B
1.3817704e-07,1.3266958e-07,0.00010463231,B
1.6872089e-07,1.6679417e-07,0.00010535819,B
1.5624444e-07,1.6635951e-07,0.00012785176,C
1.06933285e-07,1.0775822e-07,4.8282036e-05,B
8.243567e-08,8.1249674e-08,5.2451134e-05,B
8.049767e-08,8.605191e-08,5.7306614e-05,B
1.439124e-07,1.4306887e-07,6.368317e-05,C
9.917143e-08,9.821239e-08,6.343972e-05,B
1.1241273e-07,1.135215e-07,7.33453e-05,B
4.6987484e-08,5.450159e-08,6.203668e-05,B
8.458989e-08,8.320836e-08,5.26436e-05,B
7.6915946e-08,7.6076724e-08,4.0516636e-05,B
4.584743e-08,4.5302397e-08,6.0400285e-05,C
6.596516e-08,6.5277156e-08,5.178888e-05,B
8.8134655e-08,8.864418e-08,5.039797e-05,B
7.13394e-08,7.5447666e-08,5.140449e-05,B
7.915418e-08,8.147824e-08,4.5924193e-05,C
6.663967e-08,6.755849e-08,4.3187265e-05,B
9.9604414e-08,9.940878e-08,5.7262037e-05,B
1.2759584e-07,1.2759584e-07,6.751137e-05,B
9.942691e-08,1.01401824e-07,5.7589492e-05,B
6.99422e-08,6.868174e-08,3.718103e-05,B
1.3980701e-07,1.354079e-07,8.251086e-05,B
3.9697127e-08,4.284982e-08,4.62698e-05,B
2.8704738e-08,2.6012538e-08,5.972605e-05,B
7.333356e-08,7.252809e-08,3.726066e-05,B
7.803839e-08,8.292301e-08,5.2561285e-05,B
1.0362011e-07,1.03530624e-07,6.5323904e-05,B
1.0273964e-07,1.05486684e-07,6.782622e-05,C
1.6436796e-07,1.5725483e-07,0.00010569609,B
1.2371915e-07,1.2652164e-07,8.141024e-05,B
6.893121e-08,6.91932e-08,2.7955755e-05,B
6.805686e-08,6.900233e-08,3.4193006e-05,B
7.026454e-08,7.240975e-08,4.6993893e-05,B
8.3825235e-08,8.387936e-08,5.5873817e-05,B
1.0731722e-07,1.06896906e-07,5.6616205e-05,B
7.956391e-08,7.988553e-08,4.2968142e-05,B
9.791855e-08,1.0110971e-07,6.636183e-05,B
1.19058306e-07,1.1771293e-07,7.717393e-05,B
5.759601e-08,5.581947e-08,3.7971546e-05,B
6.0570414e-08,7.2965534e-08,4.709023e-05,B
7.303024e-08,7.517962e-08,5.7223355e-05,B
1.0584769e-07,1.0683515e-07,5.8683814e-05,B
6.622506e-08,6.4748e-08,4.9125698e-05,B
1.3021e-07,1.3083078e-07,8.1445745e-05,B
5.9548228e-08,5.8687487e-08,4.9823484e-05,C
1.066264e-07,1.1031972e-07,6.9338355e-05,C
1.4403308e-07,1.4428767e-07,7.417056e-05,B
1.03550434e-07,9.861154e-08,5.43118e-05,B
7.518038e-08,7.694619e-08,7.5043456e-05,B
6.876969e-08,6.725564e-08,4.5693425e-05,B
7.293916e-08,7.423811e-08,5.4953613e-05,B
9.307598e-08,9.1010214e-08,5.567995e-05,B
8.1414726e-08,7.716027e-08,4.6538706e-05,B
4.2951275e-08,4.639454e-08,4.0729014e-05,B
2.0194273e-08,1.7614331e-08,3.361527e-05,B
6.779226e-08,6.9189625e-08,4.630445e-05,B
5.9357728e-08,5.812252e-08,3.7666057e-05,B
1.0004301e-07,1.0004301e-07,4.0482104e-05,B
5.988345e-08,6.268212e-08,4.8068618e-05,B
7.7502776e-08,7.4040706e-08,4.6757355e-05,B
7.388213e-08,7.329645e-08,5.1019768e-05,B
6.757044e-08,7.726404e-08,4.856166e-05,B
6.587477e-08,7.101238e-08,4.210385e-05,B
5.5657203e-08,5.291978e-08,4.01223e-05,B
5.84074e-08,6.6417286e-08,4.6394653e-05,B
6.736542e-08,7.139483e-08,4.5376943e-05,B
4.642606e-08,4.921114e-08,3.9983766e-05,B
7.448881e-08,7.761396e-08,4.801698e-05,B
4.5614726e-08,4.6181686e-08,4.5638924e-05,B
5.1376848e-08,5.269364e-08,4.042015e-05,B
4.521262e-08,4.534503e-08,4.978135e-05,B
3.8325368e-08,4.800584e-08,4.485389e-05,B
4.1676344e-08,4.1275214e-08,3.2679793e-05,B
1.5681689e-08,1.272454e-08,3.3034135e-05,B
3.9326125e-08,3.844926e-08,4.27143e-05,B
1.526593e-08,1.9196351e-08,3.155542e-05,B
1e-09,2.590665e-09,3.6294325e-05,B
8.143975e-08,7.995169e-08,4.171616e-05,B
8.019176e-08,7.9534914e-08,4.83993e-05,B
6.777067e-08,6.4947514e-08,5.2462856e-05,B
5.831963e-08,6.4068516e-08,3.1309897e-05,B
7.738705e-08,7.9000706e-08,5.017056e-05,B
5.966745e-08,6.735362e-08,4.5968205e-05,B
7.727533e-08,7.9133265e-08,4.115635e-05,B
1.6357038e-07,1.6864138e-07,0.00010651905,B
1.9272716e-07,1.92188e-07,0.000111297784,B
1.1212998e-07,1.13437586e-07,4.858523e-05,B
1.3014206e-07,1.3961474e-07,4.5668687e-05,B
9.6738894e-08,9.954393e-08,4.9022354e-05,B
1.1768096e-07,1.2219128e-07,7.768195e-05,B
1.9072596e-07,1.9072596e-07,6.956443e-05,B
9.827915e-08,9.8788064e-08,4.9078957e-05,B
6.9465926e-08,6.992858e-08,4.4009674e-05,B
7.429873e-08,7.2440436e-08,4.7420614e-05,B
5.778663e-08,6.426138e-08,5.728262e-05,B
1.2041778e-07,1.2252968e-07,5.851818e-05,B
8.3616285e-08,9.343217e-08,6.192455e-05,B
5.2724225e-08,5.2415675e-08,2.9862702e-05,B
4.4934083e-08,4.1334715e-08,4.748469e-05,B
5.564733e-08,5.7219278e-08,4.705158e-05,C
1.0511504e-07,1.05445594e-07,6.0320785e-05,B
8.257469e-08,8.19603e-08,3.2287808e-05,B
1.1484013e-07,1.13532295e-07,6.8050154e-05,B
2.0891255e-07,2.1467993e-07,0.00013558893,B
1.7842756e-07,1.7741488e-07,0.00012452377,B
1.0790246e-07,1.09449125e-07,6.9013964e-05,B
9.138302e-08,8.965333e-08,5.7804024e-05,B
6.730412e-08,6.6911966e-08,3.0524552e-05,B
5.8470473e-08,6.142195e-08,4.815047e-05,B
8.1646995e-08,8.512095e-08,2.6527874e-05,B
5.329911e-08,5.4405017e-08,2.902326e-05,B
5.7722733e-08,6.538304e-08,4.5247973e-05,B
9.244064e-08,9.329062e-08,5.829519e-05,B
5.3612833e-08,6.098768e-08,4.412939e-05,B
7.504591e-08,7.697656e-08,4.8017395e-05,B
9.538894e-08,9.538894e-08,3.276515e-05,B
6.373904e-08,6.19686e-08,3.9296414e-05,B
9.4352366e-08,9.4352366e-08,3.0479448e-05,B
8.305423e-08,8.631008e-08,6.162671e-05,B
6.30015e-08,6.140749e-08,4.6018027e-05,B
9.292148e-08,9.266427e-08,4.2746953e-05,B
8.165852e-08,8.465691e-08,3.6736386e-05,B
7.051655e-08,6.88031e-08,5.2556465e-05,B
1.0252606e-07,1.06896394e-07,6.781643e-05,B
1.5426617e-07,1.5758629e-07,5.9451435e-05,B
9.522555e-08,9.207666e-08,5.721652e-05,B
1.290654e-07,1.2874828e-07,9.011539e-05,B
1.3028756e-07,1.3138548e-07,5.9067366e-05,B
1.4358749e-07,1.5261006e-07,6.6989836e-05,C
1.458398e-07,1.4311794e-07,8.211286e-05,C
2.421456e-07,2.481489e-07,0.00015968071,B
3.0297812e-07,3.0885985e-07,0.0001231381,C
1.8437524e-07,1.8192968e-07,0.00011863169,B
4.9748223e-07,4.9748223e-07,0.00022990072,C
2.3013284e-07,2.266128e-07,0.00011687267,B
1.6610535e-07,1.6461958e-07,8.363807e-05,B
2.168997e-07,2.1580203e-07,0.00012774824,B
3.8549427e-07,3.8549427e-07,0.000119875134,C
5.695713e-07,5.9092247e-07,0.00021065684,C
3.0213644e-07,3.0859675e-07,0.00019461368,B
2.2109191e-07,2.172516e-07,0.00014185299,B
2.1984108e-07,2.237816e-07,0.00012928872,B
2.0208071e-07,2.0159491e-07,0.0001667898,B
2.3979746e-07,2.4018104e-07,0.00013615008,C
2.3028504e-07,2.3177179e-07,0.000102701866,B
1.5385376e-07,1.5359674e-07,0.00010270063,B
3.454184e-07,3.5128787e-07,0.00022386388,B
5.9040246e-07,5.9040246e-07,0.00018826983,C
1.1478127e-06,1.1478127e-06,0.00057577726,C
1.8515168e-06,1.8515168e-06,0.0005706637,C
2.1322053e-06,2.1322053e-06,0.00078514346,C
2.2170038e-06,2.2170038e-06,0.0008395453,C
5.5398834e-07,5.510766e-07,0.00028779183,B
3.078019e-07,2.9659347e-07,0.00019090582,B
4.1458972e-07,4.1979098e-07,0.00029262036,B
2.2518299e-07,2.2351807e-07,0.00013352989,B
2.2068168e-07,2.1654495e-07,0.00012746383,B
2.4811453e-07,2.5300184e-07,0.00011335965,B
1.6979317e-07,1.6804398e-07,8.542005e-05,B
1.4627032e-07,1.4873068e-07,9.167362e-05,B
1.2149734e-07,1.1930773e-07,6.184927e-05,B
1.425305e-07,1.4133497e-07,8.988662e-05,B
1.7009337e-07,1.6907998e-07,9.5437084e-05,B
2.1372605e-07,2.043212e-07,0.00012285673,B
1.952527e-07,1.9474133e-07,0.00011861045,C
1.5804922e-07,1.6018195e-07,0.000105592706,B
2.8343635e-07,2.8343635e-07,8.81414e-05,B
1.3439518e-07,1.3411723e-07,9.0532456e-05,B
1.1030334e-07,1.160733e-07,4.165621e-05,B
9.756235e-08,1.00500735e-07,0.00012351427,C
1.2860642e-07,1.2986658e-07,8.1594735e-05,B
1.1017151e-07,1.0943267e-07,6.9958616e-05,B
8.726267e-08,8.730398e-08,3.932278e-05,B
4.292862e-08,4.3047798e-08,4.3251424e-05,B
1.08663386e-07,1.08663386e-07,5.1817442e-05,C
7.117811e-08,7.0949426e-08,4.2376087e-05,C
8.476417e-08,8.778703e-08,5.5314125e-05,B
5.2171085e-08,5.5926478e-08,5.0276467e-05,C
4.542638e-08,4.1365166e-08,2.8357776e-05,B
5.259521e-08,5.0073407e-08,4.1945754e-05,B
5.0064532e-08,5.6749354e-08,5.4669537e-05,B
7.442134e-08,7.399679e-08,3.8464954e-05,B
5.096968e-08,6.1144966e-08,4.7590274e-05,B
6.32874e-08,6.297798e-08,4.1304782e-05,B
6.0694894e-08,6.1841305e-08,4.0825013e-05,B
5.1313243e-08,4.8837517e-08,3.8361446e-05,B
5.325491e-08,6.2227365e-08,4.6703644e-05,C
1.4705034e-07,1.4284764e-07,9.657322e-05,B
1.9245729e-07,1.8302494e-07,0.00010978305,B
8.277296e-08,8.1290395e-08,4.749556e-05,B
9.699407e-08,9.6551524e-08,4.4404234e-05,B
1.894655e-07,1.894655e-07,7.548914e-05,C
2.2103015e-07,2.1922709e-07,0.0001260236,B
9.353846e-08,9.257967e-08,6.329191e-05,B
1.1353149e-07,1.105055e-07,6.9788846e-05,B
6.011184e-08,6.442353e-08,2.259379e-05,B
4.8563617e-08,5.1228728e-08,4.4802066e-05,B
5.2022486e-08,5.2798697e-08,4.2465635e-05,B
6.0022444e-08,6.188413e-08,3.3177348e-05,B
1.022012e-07,1.0215582e-07,5.1688028e-05,B
7.567537e-08,7.467207e-08,4.325193e-05,B
5.161191e-08,5.1429996e-08,3.9990642e-05,B
6.212889e-08,5.8428103e-08,4.2394666e-05,B
7.338268e-08,7.404697e-08,4.8243062e-05,B
4.7819047e-08,4.4913303e-08,2.466268e-05,B
7.372e-08,7.5981724e-08,5.7510428e-05,B
1.5473691e-07,1.5760362e-07,9.8160985e-05,B
3.0352015e-07,3.0352015e-07,9.395345e-05,B
4.4400736e-08,4.631369e-08,3.789951e-05,B
7.17406e-08,7.262341e-08,4.5395256e-05,B
6.543688e-07,6.543688e-07,0.00020054293,C
4.8958256e-08,4.6937203e-08,3.3454704e-05,B
4.9296556e-08,5.0250495e-08,3.3513606e-05,C
6.678497e-08,6.9885466e-08,4.6876215e-05,B
3.1247076e-08,3.0055006e-08,3.5653593e-05,B
1.06937854e-07,1.06937854e-07,4.548204e-05,B
3.2126138e-08,4.405276e-08,3.9703064e-05,B
4.6834636e-08,5.1085102e-08,4.037142e-05,B
3.3829178e-08,3.1280468e-08,2.796346e-05,B
9.764546e-08,1.0084825e-07,6.355207e-05,B
5.3641983e-08,5.2510067e-08,3.874536e-05,B
7.9082874e-08,7.8414665e-08,3.9271745e-05,B
9.408693e-08,9.914638e-08,6.278091e-05,B
7.743672e-08,7.601338e-08,4.3272783e-05,B
6.473676e-08,6.514202e-08,3.517759e-05,B
1.08331236e-07,1.0661205e-07,3.9998937e-05,B
7.331028e-08,7.207393e-08,4.850035e-05,B
5.219266e-08,5.5416002e-08,4.2100604e-05,B
4.4494406e-08,4.126015e-08,3.7036807e-05,B
6.3094795e-08,6.366341e-08,3.8723385e-05,B
5.0035496e-08,4.449347e-08,4.6350375e-05,B
1.8307952e-07,1.8902696e-07,0.00012145666,B
5.670971e-08,5.97613e-08,4.6579535e-05,B
3.7531215e-08,3.7946194e-08,2.6912294e-05,B
5.6294617e-08,5.5768762e-08,4.256938e-05,B
6.991374e-08,7.0694405e-08,3.4271554e-05,B
7.44385e-08,7.416595e-08,4.2738364e-05,B
5.0716928e-08,4.823194e-08,3.757147e-05,B
1.0997736e-07,1.0997736e-07,2.7435724e-05,B
2.7214307e-07,2.7214307e-07,0.00013225661,B
2.9438095e-07,2.9438095e-07,0.00010707851,B
2.3740512e-07,2.3219502e-07,0.00014762071,B
7.0483765e-08,6.907079e-08,4.0928946e-05,B
7.8617234e-08,8.2627075e-08,5.3100666e-05,B
5.9579133e-08,5.939293e-08,4.821885e-05,B
6.794812e-08,7.010265e-08,2.873349e-05,B
5.2246953e-08,5.0007884e-08,4.5246088e-05,B
9.009934e-08,8.947901e-08,5.1874522e-05,B
5.207138e-08,4.766722e-08,4.4374538e-05,B
5.2040637e-08,5.1208467e-08,3.6848924e-05,B
6.901558e-08,7.577543e-08,4.7582012e-05,B
6.900025e-08,6.7661134e-08,3.19808e-05,B
6.373703e-08,6.258016e-08,3.848205e-05,B
2.0779131e-08,2.2228042e-08,3.8505415e-05,B
3.783414e-08,3.9120664e-08,3.6433845e-05,B
4.4312042e-08,4.434701e-08,5.3982316e-05,B
1.4884722e-07,1.7129499e-07,0.00012302905,C
5.3963372e-08,5.5985133e-08,3.0474977e-05,B
5.2518065e-08,5.322435e-08,2.6281456e-05,B
8.995126e-08,9.06005e-08,4.0457187e-05,B
7.909481e-08,7.904768e-08,4.5682562e-05,B
1.6695793e-07,1.6695793e-07,0.00010044292,B
1.3891695e-07,1.3515294e-07,0.00010386629,B
1.3927739e-07,1.3787172e-07,7.050229e-05,B
2.7446387e-07,2.7446387e-07,0.00012058644,B
2.405711e-07,2.526613e-07,9.585367e-05,B
1.4680406e-07,1.4515953e-07,6.358933e-05,B
1.9936081e-07,2.0198203e-07,0.00014111809,B
2.5089173e-07,2.5143527e-07,0.00014273345,B
1.3597025e-07,1.3421717e-07,6.677104e-05,B
1.7214084e-07,1.7214084e-07,6.2670704e-05,B
6.2718095e-07,6.2718095e-07,0.000300179,C
9.326345e-07,9.326345e-07,0.0003082651,M
1.8316258e-07,1.8308745e-07,0.00010120907,C
3.0138833e-07,2.774494e-07,0.00026221908,C
1.9553451e-07,2.0248751e-07,0.0001063287,B
1.17884206e-07,1.14720855e-07,8.0367856e-05,B
1.9950677e-07,1.9934112e-07,0.00012316369,B
1.4634489e-07,1.4551108e-07,6.792508e-05,B
1.7770734e-07,1.777317e-07,0.00012413927,C
8.1180815e-07,8.1180815e-07,0.0003073831,B
2.0792902e-07,2.1100601e-07,0.0001432713,C
1.5134967e-06,1.5134967e-06,0.00049373996,C
2.9532666e-07,3.0039544e-07,0.00019231057,B
1.4032635e-07,1.3879811e-07,7.8571706e-05,B
2.15562e-07,2.2094834e-07,0.00013986275,B
1.4343485e-07,1.4061663e-07,8.783253e-05,B
1.5605467e-07,1.485423e-07,8.455866e-05,B
1.2940262e-07,1.2928928e-07,8.4475585e-05,B
1.8104397e-07,1.8104397e-07,8.942649e-05,B
1.9233644e-07,1.9233644e-07,9.378256e-05,B
1.8086584e-07,1.8465747e-07,7.676288e-05,B
1.066987e-07,1.0424102e-07,5.4230517e-05,B
1.1400207e-07,1.1447164e-07,4.333465e-05,B
1.464561e-07,1.51775e-07,5.588748e-05,B
1.052e-07,1.03960055e-07,5.4788154e-05,B
9.8398246e-08,1.00404286e-07,5.3380623e-05,B
8.789072e-08,8.659995e-08,5.4638866e-05,B
1.3367807e-07,1.3367807e-07,4.1455198e-05,B
1.2572771e-07,1.2892471e-07,8.163049e-05,B
1.0390191e-07,1.02711525e-07,5.206035e-05,B
1.3105323e-07,1.3351652e-07,8.4405765e-05,B
1.0620009e-07,1.0435004e-07,5.8609538e-05,B
8.284e-08,8.287387e-08,4.302616e-05,B
7.79405e-08,7.685116e-08,4.343984e-05,B
8.365305e-08,8.442485e-08,3.6784197e-05,B
1.0375799e-07,1.0074977e-07,7.082622e-05,B
1.0300246e-07,1.02393265e-07,4.5119483e-05,B
1.751873e-07,1.7364255e-07,0.00011058882,B
2.07759e-07,2.07759e-07,7.678699e-05,B
1.53729e-07,1.5416748e-07,9.636394e-05,B
2.0275253e-07,2.0275253e-07,5.2678817e-05,B
2.397037e-07,2.3985817e-07,0.00015857974,B
2.983041e-07,3.110519e-07,0.00021187172,B
6.216914e-07,6.216914e-07,0.00025040534,C
2.5924274e-07,2.5717054e-07,0.000112397414,B
3.316961e-07,3.316961e-07,0.00018581694,C
1.6462018e-07,1.5596743e-07,9.3915514e-05,B
1.6244077e-07,1.6011336e-07,7.479367e-05,B
2.1487611e-07,2.1487611e-07,8.38678e-05,B
1.9282585e-07,1.9090477e-07,0.000116267176,B
2.1794679e-07,2.18207e-07,0.000103598875,B
